sid,sname,date,punishment_amount,punishment_type,conductor,object
600093,易见股份,2009-01-16,--,公开谴责,上海证券交易所,四川禾嘉股份有限公司，夏朝嘉，宋浩，喻德露、赵嘉斌，毛競、夏朝怡、樊平、郁蓉娟、刘谟林
600093,易见股份,2002-04-03,--,通报批评,中国证券监督管理委员会,四川禾嘉股份有限公司，公司董事会
600094,大名城,2018-12-05,--,责令改正,中国证券监督管理委员会上海监管局,本公司
600094,大名城,2007-02-03,3.0000万元,行政处罚，罚款,中华人民共和国财政部,上海华源股份有限公司
600094,大名城,2002-08-30,--,通报批评,中国证券监督管理委员会,上海华源股份有限公司，柯碧浪
600095,湘财股份,2018-09-29,--,警告，责令改正，行政处罚,黑龙江省食品药品监督管理局,公司全资子公司哈高科白天鹅药业集团有限公司
600095,湘财股份,2002-04-24,--,通报批评,上海证券交易所,哈尔滨高科技（集团）股份有限公司
600097,开创国际,2017-12-28,--,通报批评,上海证券交易所,公司股东北京小间科技发展有限公司，公司股东北京易诊科技发展有限公司，公司股东北京纳木纳尼资产管理有限公司，公司股东吴长会
600097,开创国际,2017-07-08,--,警告,中国证券监督管理委员会上海监管局,公司股东北京小间科技发展有限公司，公司股东北京易诊科技发展有限公司，公司股东北京纳木纳尼资产管理有限公司，公司股东吴长会
600097,开创国际,2015-11-18,--,通报批评,上海证券交易所,公司股东华立集团股份有限公司
600099,林海股份,2016-07-01,--,通报批评,上海证券交易所,时任林海股份有限公司董事长刘群，时任林海股份有限公司董事会秘书袁瑞明，林海股份有限公司控股股东中国福马机械集团有限公司
600100,同方股份,2020-04-24,--,公开谴责,上海证券交易所,本公司，时任公司董事长周立业，时任公司总裁黄俞，时任公司财务总监周海英，时任公司独立董事兼审计委员会召集人何佳，时任公司董事会秘书张园园
600100,同方股份,2019-12-24,--,其他,中国证券监督管理委员会北京监管局,本公司
600101,明星电力,2007-11-17,40.0000万元,行政处罚，罚款,中国证券监督管理委员会,本公司
600101,明星电力,2006-03-08,--,公开谴责,上海证券交易所,四川明星电力股份有限公司，周益明、赖学军、王峰、赵丽萍
600101,明星电力,2005-09-20,--,公开谴责,上海证券交易所,本公司
600103,青山纸业,2017-12-12,--,公开谴责,上海证券交易所,时任董事刘洁
600103,青山纸业,2017-09-08,10.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会福建监管局,公司原董事刘洁
600103,青山纸业,2017-08-01,--,警告,中国证券监督管理委员会福建监管局,董事刘洁
600106,重庆路桥,2019-12-18,--,其他,中国证券监督管理委员会重庆监管局,本公司，公司董事长江津，公司董事、总经理谷安东，公司董事、董事会秘书张漫，公司财务总监贾琳
600107,美尔雅,2018-12-04,--,其他,中国证券监督管理委员会湖北监管局,本公司
600107,美尔雅,2003-06-28,--,公开谴责,上海证券交易所,湖北美尔雅股份有限公司，杨闻孙，裴文春，李俊，陈政华，宋良刚，张爱军，罗日炎，高斌，胡德渝，李炜杰，刘莉，李海炳，雷爱民，李萍，辛启鹏，胡坚予
600107,美尔雅,2001-09-20,--,通报批评,中国证券监督管理委员会,湖北美尔雅股份有限公司、罗日炎，胡德渝、李炜杰、刘莉、高斌、李俊、裴文春、胡坚、张爱军、辛启鹏、监事李勤、杨闻孙、肖文昌、贺卫予
600108,亚盛集团,2017-10-18,--,通报批评,上海证券交易所,公司控股股东甘肃省农垦集团有限公司，时任公司独立董事李铁林
600111,北方稀土,2017-12-29,--,公开谴责,上海证券交易所,公司股东嘉鑫有限公司
600112,ST天成,2019-12-31,--,公开谴责，通报批评,上海证券交易所,本公司，公司控股股东银河天成集团有限公司，公司实际控制人潘琦，时任贵州长征天成控股股份有限公司董事长王国生，时任贵州长征天成控股股份有限公司董事长、总经理朱洪彬，时任贵州长征天成控股股份有限公司董事、总经理周联俊等
600112,ST天成,2019-06-12,--,责令改正，其他,中国证券监督管理委员会贵州监管局,本公司，公司时任董事、监事和高级管理人员朱洪彬、周联俊、黄巨芳、陈磊、张仁、毛家仁、李铁军、王国生、胡凌志、江涛、谭文丽、黄琴、曹玉生、马滨岚、张晓辉
600112,ST天成,2018-11-29,69.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司，时任董事长王国生，时任财务总监马滨岚，时任总经理周联俊，时任副总经理黄巨芳，时任董事会秘书陈磊
600112,ST天成,2018-11-19,53.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司，时任天成控股董事长王国生，时任天成控股财务总监马滨岚，时任天成控股总经理周联俊，时任天成控股副总经理黄巨芳，时任天成控股董事会秘书陈磊
600112,ST天成,2018-01-17,--,公开谴责，通报批评,上海证券交易所,本公司，时任公司董事长王国生，时任公司总经理周联俊，时任公司财务总监马滨岚，时任公司董事会秘书陈磊，时任公司独立董事兼审计委员会召集人李铁军
600112,ST天成,2016-01-23,--,责令改正,中国证券监督管理委员会贵州监管局,本公司
600112,ST天成,2006-08-12,--,公开谴责,上海证券交易所,银河集团、潘琦、苏州银河、潘勇、高维凤，季秀红
600115,东方航空,2001-09-28,--,公开谴责,上海证券交易所,本公司
600116,三峡水利,2002-09-03,--,公开谴责,上海证券交易所,重庆三峡水利电力(集团)股份有限公司，邹小剑，蒋发文，李鲁川，牟世富
600117,西宁特钢,2014-10-28,--,通报批评,上海证券交易所,本公司，时任西宁特殊钢股份有限公司董事长陈显刚，时任公司董事汤巨祥
600119,ST长投,2019-05-30,--,其他,中国证券监督管理委员会上海监管局,本公司
600119,ST长投,2019-01-30,--,通报批评，其他,上海证券交易所,本公司，时任公司董事兼总经理孙立，时任公司财务总监孙海红，时任公司董事会秘书俞泓
600120,浙江东方,2016-11-03,--,通报批评,上海证券交易所,本公司，时任董事长高康，时任董事严炜尔，时任总经理何卫红，时任董事会秘书兼财务总监王俊
600120,浙江东方,2016-02-06,--,责令整改,中国证券监督管理委员会浙江监管局,本公司
600121,郑州煤电,2013-10-10,--,责令改正,中国证券监督管理委员会河南监管局,本公司
600122,*ST宏图,2020-08-29,--,其他,中国证券监督管理委员会江苏监管局,本公司
600122,*ST宏图,2020-07-28,--,公开谴责，通报批评,上海证券交易所,本公司，时任董事长兼总裁鄢克亚，时任董事长杨怀珍，时任副总裁兼董事会秘书陈军，时任董事兼财务总监宋荣荣
600122,*ST宏图,2019-06-28,--,其他,中国证券监督管理委员会江苏监管局,本公司
600123,兰花科创,2017-07-21,--,通报批评,上海证券交易所,本公司，时任公司董事长郝跃洲，时任公司董事、副总经理兼董事会秘书王立印
600123,兰花科创,2017-01-04,--,责令改正，其他,中国证券监督管理委员会山西监管局,本公司
600123,兰花科创,2001-09-04,--,公开谴责,上海证券交易所,本公司
600126,杭钢股份,2020-04-01,46.0000万元,罚款，行政处罚,嘉峪关市应急管理局,公司孙公司甘肃富蓝耐环保水务有限责任公司
600126,杭钢股份,2016-08-10,22.5000万元,罚款，行政处罚,宁波市北仑区安全生产监督管理局,公司全资子公司宁波钢铁有限公司
600127,金健米业,2004-01-16,60.0000万元,行政处罚，罚款,中国证券监督管理委员会,湖南金健米业股份有限公司，车世炎，郑治文，孙圣斌，吴远海，印生阶，周定贵，刘丛友，孙庆杰
600127,金健米业,2001-10-17,--,通报批评,上海证券交易所,本公司
600129,太极集团,2017-01-09,--,通报批评,上海证券交易所,本公司，公司控股股东太极集团有限公司，时任本公司董事长白礼西，时任本公司董事会秘书蒋茜，时任本公司财务总监张忠喜
600132,重庆啤酒,2014-01-01,2494.8000万元,罚款，其他，行政处罚,重庆市环境监察总队,本公司
600133,东湖高新,2013-11-22,5.0000万元,罚款，责令改正,河南省环保厅,公司子公司义马环保电力有限公司
600136,当代文体,2020-12-26,--,其他,中国证券监督管理委员会湖北监管局,本公司
600136,当代文体,2020-05-11,--,通报批评,上海证券交易所,本公司，本公司时任董事长易仁涛
600137,浪莎股份,2015-07-27,--,通报批评,上海证券交易所,时任公司财务负责人周宗琴
600137,浪莎股份,2004-02-13,30.0000万元,行政处罚，罚款,中国证券监督管理委员会,四川长江包装控股股份有限公司，陈瑜，刘邦文、严波、杨天敏，汤建海，张国志、张辛、邓宪、张学锋、范池木、冉小龙、周兵、刘祥兵、强巴
600137,浪莎股份,2002-05-30,--,公开谴责,上海证券交易所,四川长江包装控股股份有限公司，陈瑜，刘邦文，杨天敏，严波，汤建海，刘祥兵，强巴，冉小龙，张国志，张学锋，张辛，邓宪，范池木
600137,浪莎股份,2002-03-05,--,通报批评,中国证券监督管理委员会,四川长江包装控股股份有限公司，陈瑜，傅相林
600139,西部资源,2020-07-09,--,其他,中国证券监督管理委员会四川监管局,公司原控股股东四川恒康发展有限责任公司
600139,西部资源,2020-06-18,--,通报批评,上海证券交易所,本公司控股股东四川恒康发展有限责任公司，本公司实际控制人阙文彬，本公司控股股东四川恒康发展有限责任公司法定代表人严钢
600139,西部资源,2017-08-14,304.1100万元,罚款，行政处罚,中国证券监督管理委员会,公司实际控制人阙文彬
600139,西部资源,2017-01-14,--,警告,中国证券监督管理委员会四川监管局,本公司，公司时任董事长兼总经理王成
600139,西部资源,2016-12-21,6236.4000万元,罚款，行政处罚，责令整改,中华人民共和国财政部,控股子公司重庆恒通客车有限公司
600139,西部资源,2016-10-01,6236.4000万元,罚款，行政处罚,中华人民共和国财政部,本公司
600139,西部资源,2016-07-01,--,通报批评,上海证券交易所,本公司，公司董事长王成
600139,西部资源,2004-01-06,--,公开谴责,上海证券交易所,陈亚平
600143,金发科技,2021-03-24,--,通报批评,上海证券交易所,本公司，时任公司董事长暨实际控制人袁志敏，时任公司副总经理兼董事会秘书宁凯军
600143,金发科技,2020-09-24,--,其他,中国证券监督管理委员会广东监管局,本公司，公司董事长袁志敏，公司董事会秘书宁凯军
600143,金发科技,2019-06-25,58.9131万元,罚款，行政处罚，其他,中国证券监督管理委员会,公司董事长袁志敏
600143,金发科技,2019-03-13,3.0000万元,罚款，行政处罚,中国证券监督管理委员会,王永江
